Symbol,Description,Category2,Category3,Index Country,GICS Sector,Industry,Market Cap,Current Yield,PB Ratio,PE Ratio,PS Ratio,NI%,ROE%,Beta,Actions
ADTX,"ADiTx Therapeutics, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$25,116,904 ",0.00%,4.26,0,0,0,-335.08,0.77,Analyze
ADUS,Addus Homecare Corp,Common stocks,Small cap,USA,Health Care,Medical Care Facilities,"$1,247,717,874 ",0.00%,2.3,33.25,1.53,4.68,7,1.19,Analyze
ADV,Advantage Solutions Inc.  - Class A,Common stocks,Mid cap,USA,Communication Services,Advertising Agencies,"$2,711,061,013 ",0.00%,1.1,-44.11,0.86,-1.69,-2.19,0.76,Analyze
ADVM,Adverum Biotechnologies Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$197,232,991 ",0.00%,0.52,-6.9,26.3,"-1,842.27",-36.44,0.82,Analyze
ADVWW,Advantage Solutions Inc.  - Warrant,Warrants,Operating Companies,USA,Communication Services,Advertising Agencies,"$2,711,061,013 ",0.00%,0,-0.13,0.69,-4.24,-6.87,0,Analyze
ADXN,Addex Therapeutics Ltd ADRs,ADRs,Micro cap,Switzerland,Health Care,Biotechnology,"$67,460,423 ",0.00%,2.75,-5.1,18.31,-346.5,-77.74,0,Analyze
ADXS,Advaxis Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$74,974,679 ",0.00%,1.66,-5.91,23.14,-582.65,-42.64,1.08,Analyze
AE,Adams Resources And Energy Inc,Common stocks,Micro cap,USA,Energy,Oil & Gas Integrated,"$131,467,833 ",3.07%,0.85,6.71,0.1,1.24,10.61,0.74,Analyze
AEAC,Authentic Equity Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$223,905,000 ",0.00%,58.14,0,0,0,0.91,0,Analyze
AEACU,Authentic Equity Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$223,905,000 ",0.00%,60.24,0,0,0,0.91,0,Analyze
AEACW,Authentic Equity Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$223,905,000 ",0.00%,0,0,0,0,0.91,0,Analyze
AEE,Ameren Corp,Common stocks,Large cap,USA,Utilities,Utilities—Regulated Electric,"$21,690,363,115 ",2.55%,2.32,23.56,3.62,15.38,9.72,0.36,Analyze
AEG,Aegon NV  ADRs,ADRs,Large cap,The Netherlands,Financials,Insurance—Diversified,"$10,883,568,035 ",3.19%,0.42,7.13,0.12,0.23,0.71,0.9,Analyze
AEHAU,Aesther Healthcare Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),Units,Micro cap,usa,Financials,Shell Companies,"$101,150,000 ",0.00%,0,0,0,0,0,0,Analyze
AEHL,Antelope Enterprise Holdings Limited,Common stocks,Micro cap,China,Materials,Building Products & Equipment,"$17,366,186 ",0.00%,0.24,-0.3,0.16,-56.45,-565.25,1.63,Analyze
AEHR,Aehr Test Systems,Common stocks,Small cap,USA,Information Technology,Semiconductor Equipment & Materials,"$535,921,572 ",0.00%,37.61,-403.53,26.49,-7.07,-10.05,0.82,Analyze
AEI,Alset EHome International Inc.,Common stocks,Micro cap,USA,Real Estate,Real Estate—Development,"$81,904,425 ",0.00%,0.64,-1.05,4.12,-399.67,-69.12,0,Analyze
AEIS,Advanced Energy Industries Inc,Common stocks,Mid cap,USA,Information Technology,Electrical Equipment & Parts,"$3,359,946,359 ",0.34%,3.78,20.49,2.28,10.96,18.43,2.16,Analyze
AEL,American Equity Investment Life Holding,Common stocks,Mid cap,USA,Financials,Insurance—Life,"$3,071,425,657 ",0.96%,0.5,3.62,0.61,17.94,14.36,1.12,Analyze
AEM,Agnico Eagle Mines Limited,Common stocks,Large cap,Canada,Materials,Gold,"$14,012,029,182 ",2.92%,2.37,18.52,3.68,19.78,12.85,0.64,Analyze
AEMD,Aethlon Medical Inc,Common stocks,Micro cap,USA,Health Care,Medical Devices,"$56,467,967 ",0.00%,2.21,-6.42,46.88,-711.79,-34.66,0.02,Analyze
AENZ,Aenza S.A.A. ADRs,ADRs,Small cap,Peru,Industrials,Engineering & Construction,"$353,998,649 ",0.00%,0.29,0,0.29,-3.75,-9.95,-0.02,Analyze
AEO,American Eagle Outfitters Inc,Common stocks,Mid cap,USA,Consumer Discretionary,Apparel Retail,"$4,216,604,067 ",2.52%,3.27,42.12,0,6.12,21.84,1.18,Analyze
AEP,American Electric Power Inc,Common stocks,Large cap,USA,Utilities,Utilities—Regulated Electric,"$42,471,338,681 ",3.44%,1.99,18.24,2.69,14.78,10.79,0.36,Analyze
AEPPL,"American Electric Power Company, Inc. - Corporate Unit",Units,Large cap,USA,Utilities,Utilities—Regulated Electric,"$42,471,338,681 ",6.06%,0,0.34,2.69,14.81,10.81,0.3,Analyze
AEPPZ,"American Electric Power Company, Inc. - Corporate Unit",Units,Large cap,USA,Utilities,Utilities—Regulated Electric,"$42,471,338,681 ",4.41%,1.21,0,2.69,14.81,10.81,0,Analyze
AER,AerCap Holdings NV,Common stocks,Mid cap,The Netherlands,Industrials,Airports & Air Services,"$8,289,435,061 ",0.00%,0.86,-23.99,1.94,-8.06,-3.64,1.65,Analyze
AERI,Aerie Pharmaceuticals Inc,Common stocks,Small cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$547,910,294 ",0.00%,22.38,-3.25,5.77,-175.35,420.15,0.69,Analyze
AES,AES Corp,Common stocks,Large cap,USA,Utilities,Utilities—Diversified,"$16,678,984,267 ",2.36%,7.43,-122.36,1.6,-1.29,-2.5,1.25,Analyze
AESC,The AES Corporation Corporate Units,Units,Large cap,USA,Utilities,Utilities—Diversified,"$16,678,984,267 ",1.69%,30.12,0,0.95,-1.72,-5.58,0,Analyze
AESE,"Allied Esports Entertainment, Inc.",Common stocks,Micro cap,USA,Consumer Discretionary,Entertainment,"$63,801,308 ",0.00%,2.18,-3.9,-3.21,0,-163.42,0.76,Analyze
AEVA,"Aeva Technologies, Inc.",Common stocks,Small cap,USA,Information Technology,Auto Parts,"$1,650,674,198 ",0.00%,3.33,-30.29,325.26,-837.66,-8.47,1.25,Analyze
AEVA+,"Aeva Technologies, Inc. Redeemable Warrants, each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share",Warrants,Operating Companies,USA,Information Technology,Auto Parts,"$1,650,674,198 ",0.00%,0,0,0,0,0,0,Analyze
AEY,Addvantage Technologies Group Inc,Common stocks,Micro cap,USA,Information Technology,Electronics & Computer Distribution,"$28,275,701 ",0.00%,2.87,-3.41,0.52,-14.85,-84.39,1.01,Analyze
AEYE,Audioeye Inc.,Common stocks,Micro cap,USA,Information Technology,Software—Application,"$116,313,013 ",0.00%,4.96,-13.23,5.11,-37.98,-37.3,1.39,Analyze
AEZS,Aeterna Zentaris Inc.,Common stocks,Micro cap,Canada,Health Care,Biotechnology,"$74,682,567 ",0.00%,1.2,-12.44,20.3,-161.21,-9.67,1.51,Analyze
AFAQ,AF Acquisition Corp.,Common stocks,Micro cap,USA,Financials,Shell Companies,"$218,176,000 ",0.00%,54.41,0,0,0,3.26,0,Analyze
AFAQU,AF Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$218,176,000 ",0.00%,54.97,0,0,0,3.26,0,Analyze
AFAQW,AF Acquisition Corp. - Warrants,Warrants,Shell Companies,USA,Financials,Shell Companies,"$218,176,000 ",0.00%,0,0,0,0,3.26,0,Analyze
AFBI,"Affinity Bancshares, Inc.",Common stocks,Micro cap,USA,Financials,Banks-Regional,"$98,759,751 ",0.00%,0.84,12.77,2.08,15.34,6.19,0,Analyze
AFCG,"AFC Gamma, Inc.",REITs,Small cap,USA,Financials,REIT—Specialty,"$393,467,546 ",3.35%,1.44,65.35,5.07,47.08,2.25,0,Analyze
AFG,American Financial Group Inc,Common stocks,Large cap,USA,Financials,Insurance—Property & Casualty,"$11,539,475,989 ",1.38%,2.08,5.12,1.51,29.86,40.65,1.02,Analyze
AFI,Armstrong Flooring Inc,Common stocks,Micro cap,USA,Industrials,Building Products & Equipment,"$64,623,869 ",0.00%,0.28,-1.77,0.1,-5.89,-15.65,1.11,Analyze
AFIB,"Acutus Medical, Inc.",Common stocks,Micro cap,USA,Health Care,Medical Devices,"$279,975,427 ",0.00%,3.16,-2.48,19.93,-844.29,-156.35,0.63,Analyze
AFIN,"American Finance Trust, Inc",REITs,Small cap,USA,Real Estate,REIT—Diversified,"$1,013,250,615 ",9.53%,0.58,-37.89,3.2,-4.23,-0.76,1.18,Analyze
AFL,Aflac Inc,Common stocks,Large cap,USA,Financials,Insurance—Life,"$37,856,641,738 ",2.23%,1.12,6.48,1.65,25.27,17.21,1.06,Analyze
AFMD,Affimed N.V.,Common stocks,Small cap,Germany,Health Care,Biotechnology,"$596,604,111 ",0.00%,4.88,-15.83,12.88,-137.04,-36.1,1.37,Analyze
AFRM,"Affirm Holdings, Inc.",Common stocks,Large cap,USA,Information Technology,Information Technology Services,"$21,788,561,936 ",0.00%,16.21,-61.75,25.03,-51.37,-17.33,0,Analyze
AFTR,AfterNext HealthTech Acquisition Corp. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$311,575,008 ",0.00%,"4,845.00",0,0,0,0,0,Analyze
AFTR+,"AfterNext HealthTech Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",Warrants,Shell Companies,USA,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,0,0,Analyze
AFTR=,AfterNext HealthTech Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Unknown,USA,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,0,0,Analyze
AFYA,Afya Limited - Class A,Common stocks,Small cap,Brazil,Consumer Staples,Education & Training Services,"$821,948,220 ",0.00%,0.57,3.19,3.35,14.98,6.81,0.83,Analyze
AG,First Majestic Silver Corp,Common stocks,Mid cap,Canada,Materials,Silver,"$3,295,781,531 ",0.08%,2.37,40.11,6.37,22.35,8.26,1.34,Analyze
AGAC,African Gold Acquisition Corporation Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$403,236,000 ",0.00%,100.41,143.17,60.44,84.43,0.75,0,Analyze
AGAC+,"African Gold Acquisition Corporation Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",Warrants,Shell Companies,USA,Financials,Shell Companies,"$403,236,000 ",0.00%,0,0,0,0,0,0,Analyze
AGAC=,African Gold Acquisition Corp - Units (1 Ord Class A & 3/4 War),Units,Small cap,USA,Financials,Shell Companies,"$362,160,000 ",0.00%,0,128.59,54.29,84.43,56.33,0,Analyze
AGBA,AGBA Acquisition Limited,Common stocks,Micro cap,Hong Kong,Financials,Shell Companies,"$58,296,965 ",0.00%,11.68,0,0,0,-11.2,0,Analyze
AGBAR,AGBA Acquisition Limited - Right,Rights,Micro cap,usa,Unknown,,"$58,296,965 ",0.00%,0,0,0,0,-11.31,0,Analyze
AGBAU,"Agba Acquisition Ltd - Unit (1 Ordinary share ,1 Wrt , & 1 Rts )",Units,Micro cap,Hong Kong,Financials,Shell Companies,"$58,296,965 ",0.00%,12.81,0,0,0,-11.2,0,Analyze
AGBAW,AGBA Acquisition Limited - Warrant,Warrants,Shell Companies,Hong Kong,Financials,Shell Companies,"$58,296,965 ",0.00%,0,0,0,0,-7.03,0,Analyze
AGC,Altimeter Growth Corp. - Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$508,500,000 ",0.00%,135.88,0,0,0,-38.84,0,Analyze
AGCB,Altimeter Growth Corp. 2 Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$455,929,000 ",0.00%,114.37,0,0,0,0.06,0,Analyze
AGCO,AGCO Corp,Common stocks,Mid cap,USA,Industrials,Farm & Heavy Construction Machinery,"$9,884,580,196 ",3.58%,3.17,13.68,0.94,6.94,22.95,1.32,Analyze
AGCUU,Altimeter Growth Corp - Units (1 Ord Share Class A & 1/4 War),Units,Small cap,USA,Financials,Shell Companies,"$508,500,000 ",0.00%,141.5,0,0,0,9.46,0.65,Analyze
AGCWW,Altimeter Growth Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$508,500,000 ",0.00%,0,0,0,0,-38.84,0,Analyze
AGE,"Agex Therapeutics, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$34,712,476 ",0.00%,7.87,-3.59,33.64,-688.72,85.7,0.7,Analyze
AGEN,Agenus Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$1,165,573,225 ",0.00%,-4.48,-5.28,17,-330.33,91.63,1.24,Analyze
AGFS,Agrofresh Solutions Inc,Common stocks,Micro cap,USA,Materials,Farm Products,"$114,197,719 ",0.00%,0.45,-1.71,0.69,-25.58,-10.84,1.05,Analyze
AGFY,Agrify Corporation,Common stocks,Small cap,USA,Industrials,Specialty Business Services,"$371,285,300 ",0.00%,2.64,-14.57,0.03,-0.28,-24.29,0,Analyze
AGGR,Agile Growth Corp. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$301,940,000 ",0.00%,75.27,0,0,0,-0.7,0,Analyze
AGGRU,Agile Growth Corp - Units (1 Ord Share Class A & 1/3 War),Units,Small cap,USA,Financials,Shell Companies,"$301,940,000 ",0.00%,77.21,0,0,0,-0.7,0,Analyze
AGGRW,Agile Growth Corp. Warrant.,Warrants,Shell Companies,USA,Financials,Shell Companies,"$301,940,000 ",0.00%,0,0,0,0,-147.98,0,Analyze
AGI,Alamos Gold Inc Class A,Common stocks,Mid cap,Canada,Materials,Gold,"$3,163,571,794 ",1.17%,1.16,133.95,3.65,2.71,0.87,0.78,Analyze
AGIL,"AgileThought, Inc. - Class A",Common stocks,Small cap,USA,Information Technology,Software—Application,"$352,135,977 ",0.00%,0.25,853.76,2.26,1.06,2.62,0,Analyze
AGILW,"AgileThought, Inc. - Warrant",Warrants,Operating Companies,USA,Information Technology,Software—Application,"$352,135,977 ",0.00%,0.03,-1.98,9.04,-10.89,-84.83,0,Analyze
AGIO,Agios Pharmaceuticals Inc,Common stocks,Mid cap,USA,Health Care,Biotechnology,"$2,804,910,895 ",0.00%,1.67,1.69,35.62,"2,020.89",92.43,0.7,Analyze
AGL,"agilon health, inc.",Common stocks,Mid cap,USA,Health Care,Medical Care Facilities,"$9,381,181,440 ",0.00%,8.31,-29.71,6.21,-22.3,-29.28,0,Analyze
AGLE,Aeglea Biotherapeutics Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$370,928,058 ",0.00%,3,-52.37,0,"-430,577.03",-49.55,0.9,Analyze
AGM,Federal Agricultural Mortgage Corp,Common stocks,Small cap,USA,Financials,Credit Services,"$1,214,587,250 ",2.84%,1.87,11.02,5.34,54.78,10.57,0.78,Analyze
AGM.A,Federal Agricultural Mortgage Corporation,Common stocks,Small cap,USA,Financials,Credit Services,"$1,214,587,250 ",1.64%,1.66,1.09,5.34,54.78,10.57,0,Analyze
AGMH,AGM Group Holdings Inc. Class A,Common stocks,Micro cap,China,Financials,Software—Application,"$271,298,635 ",0.00%,76.62,-97.79,306.09,-250.68,-71.85,0.82,Analyze
AGNC,AGNC Investment Corp,Mortgage REITs,Mid cap,USA,Financials,REIT—Mortgage,"$8,708,230,057 ",8.35%,0.95,4.58,4.16,95.6,18.76,0.54,Analyze
AGO,Assured Guaranty Ltd,Common stocks,Mid cap,USA,Financials,Insurance—Specialty,"$4,002,924,353 ",1.56%,0.62,11.68,4.2,36.34,5.28,1.14,Analyze
AGR,Avangrid Inc,Common stocks,Large cap,USA,Utilities,Utilities—Regulated Electric,"$20,448,272,602 ",3.29%,1.05,29.47,3.11,10.41,3.45,0.47,Analyze
AGRI,AgriFORCE  Growing Systems Ltd.,Common stocks,Micro cap,Canada,Consumer Staples,Farm Products,"$31,465,898 ",0.00%,128.18,0,0,0,"-1,370.04",0,Analyze
AGRIW,AgriFORCE  Growing Systems Ltd. - Warrant,Warrants,Operating Companies,Canada,Consumer Staples,Farm Products,"$31,465,898 ",0.00%,0,0,0,0,"-1,370.04",0,Analyze
AGRO,Adecoagro Sa,Common stocks,Small cap,Luxembourg,Consumer Staples,Farm Products,"$1,125,196,941 ",0.00%,1.13,10.55,1.19,10.86,10.39,0.66,Analyze
AGRX,Agile Therapeutics Inc,Common stocks,Micro cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$80,035,769 ",0.00%,3.21,-1.51,39.04,"-3,312.63",-275.95,0.96,Analyze
AGS,"PlayAGS, Inc.",Common stocks,Micro cap,USA,Consumer Discretionary,Gambling,"$286,806,375 ",0.00%,6.2,-7.18,1.32,-18.33,-86.47,1.79,Analyze
AGTC,Applied Genetic Technologies Corp,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$115,292,526 ",0.00%,1.33,-9.39,230.59,"-11,565.80",-67.39,1.34,Analyze
AGTI,"Agiliti, Inc.",Common stocks,Mid cap,USA,Health Care,Health Information Services,"$2,898,460,151 ",0.00%,3.41,-208.29,3.41,-0.88,-0.86,0,Analyze
AGX,Argan Inc,Common stocks,Small cap,USA,Industrials,Engineering & Construction,"$704,263,190 ",2.22%,2.06,16.4,1.4,8.46,12.52,0.84,Analyze
AGYS,Agilisys Inc,Common stocks,Small cap,USA,Information Technology,Software—Application,"$1,303,360,045 ",0.00%,15.19,-63.15,8.92,-12.67,-15.49,1.69,Analyze
AHCO,AdaptHealth Corp.  - Class A,Common stocks,Mid cap,USA,Health Care,Medical Devices,"$3,377,503,744 ",0.00%,1.78,0,1.95,0.39,0.36,0,Analyze
AHH,"Armada Hoffler Properties, Inc",REITs,Small cap,USA,Real Estate,REIT—Diversified,"$823,378,703 ",4.23%,2.22,52.09,2.39,7.71,3.45,0.86,Analyze
AHPA,Avista Public Acquisition Corp. II Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$228,850,000 ",0.00%,"15,211.92",-10.94,0,-20.18,"-106,175.96",0,Analyze
AHPAU,Avista Public Acquisition Corp II - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$228,850,000 ",0.00%,0,0,0,0,0,0,Analyze
AHPAW,Avista Public Acquisition Corp. II Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$228,850,000 ",0.00%,0,0,0,0,0,0,Analyze
AHPI,Allied Healthcare Products Inc.,Common stocks,Micro cap,USA,Health Care,Medical Devices,"$24,763,523 ",0.00%,2.3,14.39,0.68,4.65,15.95,-1.28,Analyze
AHT,"Ashford Hospitality Trust, Inc",REITs,Small cap,USA,Real Estate,REIT—Hotel & Motel,"$402,524,419 ",4.42%,0.7,-1.07,0.82,-85.76,508.19,3.03,Analyze
AI,"C3.ai, Inc. Class A",Common stocks,Mid cap,USA,Information Technology,Information Technology Services,"$4,771,861,866 ",0.00%,4.72,-49.6,24.45,-47.81,-8.94,0,Analyze
AIG,American International Group Inc,Common stocks,Large cap,USA,Financials,Insurance—Diversified,"$50,978,617,270 ",2.13%,0.77,12.12,1.13,9.35,6.29,1.19,Analyze
AIH,Aesthetic Medical International Holdings Group Ltd. ADRs,ADRs,Micro cap,China,Health Care,Medical Care Facilities,"$100,055,054 ",0.00%,0.24,0,0.55,-19.97,-55.03,0.82,Analyze
AIHS,Senmiao Technology Limited,Common stocks,Micro cap,China,Financials,Credit Services,"$38,144,196 ",0.00%,20.47,-3.35,6.74,-164.49,-361.87,1.8,Analyze
AIKI,AIkido Pharma Inc.,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$77,125,786 ",0.00%,0.73,0,0,0,-6.8,1.04,Analyze
AIM,AIM ImmunoTech Inc.,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$92,826,327 ",0.00%,1.42,-6.9,0,"-9,895.28",-19.48,0.73,Analyze
AIMC,Altra Industrial Motion Corp,Common stocks,Mid cap,USA,Industrials,Specialty Industrial Machinery,"$3,698,075,708 ",0.49%,1.8,24.75,2,8.07,7.27,1.84,Analyze
AIN,Albany International Corp Class A,Common stocks,Mid cap,USA,Industrials,Textile Manufacturing,"$2,501,436,000 ",0.98%,3.06,21.61,2.79,12.96,13.38,1.19,Analyze
AINC,Ashford Inc,Common stocks,Micro cap,USA,Financials,Asset Management,"$59,261,131 ",0.00%,1.04,-0.78,0.22,-15.03,-16.34,0.87,Analyze
AINV,Apollo Investment Corp,BDCs,Small cap,USA,Financials,Asset Management,"$872,577,784 ",9.30%,0.84,6.22,5.59,90.34,13.52,1.09,Analyze
AIP,"Arteris, Inc.",Common stocks,Unknown,USA,Unknown,,$0 ,0.00%,0,0,0,0,0,0,Analyze
AIR,AAR Corp,Common stocks,Small cap,USA,Industrials,Aerospace & Defense,"$1,197,861,006 ",0.22%,1.2,19.56,0.7,3.62,6.25,1.72,Analyze
AIRC,Apartment Income REIT Corp.,REITs,Mid cap,USA,Real Estate,REIT—Residential,"$8,005,104,075 ",2.53%,5.05,511.13,15.54,-57.23,-18.68,0,Analyze
AIRG,Airgain Inc,Common stocks,Micro cap,USA,Information Technology,Communication Equipment,"$111,864,845 ",0.00%,2.27,-30.35,1.85,-6.14,-7.49,1.1,Analyze
AIRI,Air Industries Group,Common stocks,Micro cap,USA,Industrials,Aerospace & Defense,"$34,002,182 ",56.60%,2.11,-60.37,0.59,2.98,11.02,1.04,Analyze
AIRS,"Airsculpt Technologies, Inc.",Common stocks,Small cap,USA,Unknown,,$0 ,0.00%,0,0,0,0,0,0,Analyze
AIRT,Air T Inc,Common stocks,Micro cap,USA,Industrials,Integrated Freight & Logistics,"$81,142,894 ",0.00%,5.92,-13.22,0.46,-3.51,-41.32,0,Analyze
AIT,Applied Industrial Technologies Inc,Common stocks,Mid cap,USA,Industrials,Industrial Distribution,"$3,808,913,011 ",1.32%,4.14,26.69,1.18,4.47,15.52,1.17,Analyze
AIV,Apartment Investment and Management Company,REITs,Small cap,USA,Real Estate,REIT—Residential,"$1,111,992,739 ",6.84%,2.2,-21.97,-11.77,0,-12.74,0,Analyze
AIZ,Assurant Inc,Common stocks,Mid cap,USA,Financials,Insurance—Specialty,"$9,697,773,680 ",1.59%,1.66,21.04,0.97,3.35,5.69,0.58,Analyze
AJG,Arthur J Gallagher,Common stocks,Large cap,USA,Financials,Insurance Brokers,"$33,594,807,500 ",1.16%,4.07,37.93,4.39,11.64,10.67,0.8,Analyze
AJRD,Aerojet Rocketdyne Holdings Inc,Common stocks,Mid cap,USA,Industrials,Aerospace & Defense,"$3,540,133,802 ",0.00%,10.41,27.35,1.66,6.09,38.4,0.32,Analyze
AJX,Great Ajax Corp,Mortgage REITs,Small cap,USA,Financials,REIT—Mortgage,"$323,778,095 ",5.13%,0.87,9.83,6.67,82.63,8.07,0.88,Analyze
AKA,a.k.a. Brands Holding Corp.,Common stocks,Small cap,USA,Consumer Discretionary,Internet Retail,"$1,307,041,664 ",0.00%,7.17,0,0,0,0,0,Analyze
AKAM,Akamai Technologies Inc,Common stocks,Large cap,USA,Information Technology,Software—Infrastructure,"$17,598,649,215 ",0.00%,3.95,30.26,5.28,17.52,13.05,0.77,Analyze
AKBA,Akebia Therapeutics Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$500,922,504 ",0.00%,2.82,-1.69,2.26,-135,-171.55,1.47,Analyze
AKIC,Sports Ventures Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$230,566,700 ",0.00%,57.41,0,0,0,1.4,0,Analyze
AKICU,Sports Ventures Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$230,566,700 ",0.00%,58.35,0,0,0,1.4,0,Analyze
AKICW,Sports Ventures Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$230,566,700 ",0.00%,0,0,0,0,1.4,0,Analyze
AKO.A,Embotelladora Andina ADRs of A Shares,ADRs,Small cap,Chile,Consumer Staples,Beverages—Non-Alcoholic,"$1,843,445,334 ",3.62%,1.47,11.53,0.82,6.67,13.44,0,Analyze
AKO.B,Embotelladora Andina ADRs of B Shares,ADRs,Small cap,Chile,Consumer Staples,Beverages—Non-Alcoholic,"$1,843,445,334 ",3.55%,1.65,12.97,0.8,6.65,13.74,0.28,Analyze
AKR,Acadia Realty Trust,REITs,Mid cap,USA,Real Estate,REIT—Retail,"$2,013,641,246 ",1.96%,1.33,-181.34,7.62,-4.04,-0.5,1.39,Analyze
AKRO,"Akero Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$723,384,280 ",0.00%,4.17,0,0,0,-43.22,0.67,Analyze
AKTS,Akoustis Technologies Inc,Common stocks,Small cap,USA,Information Technology,Communication Equipment,"$401,290,405 ",0.00%,3.39,-9.04,60.64,-667.21,-37.61,1.74,Analyze
